Name,Affiliation,Interests,Cited By,Profile URL
Puduru Viswanadha Reddy,"Associate Professor, Indian Institute of Technology - Madras, Chennai, India","Game Theory, Optimal Control, Differential Games",1104,https://scholar.google.com/citations?hl=en&user=MtdQ7pIAAAAJ
Santosh Kumar Sahu,"Associate Professor of Economics, Department of Humanities and Social Sciences, IIT …","Industrial Ecology, Energy Economics, Empirical Economics",1100,https://scholar.google.com/citations?hl=en&user=w6BxhEgAAAAJ
Lata Dyaram,"Professor of Organization and Management Studies, IIT Madras","Cognition, Drive, Affect & Behavior in Organizations",1100,https://scholar.google.com/citations?hl=en&user=GtCtHC8AAAAJ
Deleep R. Nair,"Professor, Department of Electrical Engg, IIT Madras",Microelectronics,1094,https://scholar.google.com/citations?hl=en&user=hx-Yi_IAAAAJ
Saurabh Saxena,"Associate Professor, Indian Institute of Technology Madras","Analog and mixed signal circuits, Data converters, Serial links, Phase-locked loops",1091,https://scholar.google.com/citations?hl=en&user=dn3c2eYAAAAJ
Arun Menon,"Professor, Dept. of Civil Engineering, IIT Madras","Structural Safety of Historical Constructions, Masonry, Earthquake Engineering",1091,https://scholar.google.com/citations?hl=en&user=6dJ_mtsAAAAJ
Madhu Mutyam,"Professor, Department of CSE, Indian Institute of Technology Madras","Computer Architecture, Memory Technologies, Networks on Chip, Multicore Architecture, VLSI CAD",1088,https://scholar.google.com/citations?hl=en&user=HS4VEdYAAAAJ
Suresh Govindarajan,"Professor of Physics, Indian Institute of Technology Madras","String Theory, Quantum Gravity, Quantum Field Theory, Mathematical Physics",1076,https://scholar.google.com/citations?hl=en&user=s6In0_oAAAAJ
CN Athreya,"Post-Doctoral Researcher, Indian Institute of Technology Madras","Materials characterization, Physical Metallurgy, Mechanical Metallurgy",1076,https://scholar.google.com/citations?hl=en&user=Qc6kMqkAAAAJ
Sabuj Kumar Mandal,"Associate Professor of Economics, IIT Madras","Energy & Environmental Economics, Adaptation to Climate Change, Applied Econometrics, Behavioral Economics",1075,https://scholar.google.com/citations?hl=en&user=1g9A2DoAAAAJ
SA Choudum,"Professor of Mathematics (Retired), IIT Madras","Graph Theory, Discrete Mathematics, Combinatorics, Theoretical Computer Science",1072,https://scholar.google.com/citations?hl=en&user=fba7Y2IAAAAJ
Satyajit Roy,Assistant Professor at IIT Madras,"Asymmetric Catalysis, Biocatalyst, Organometallic, Organic Synthesis",1059,https://scholar.google.com/citations?hl=en&user=H_qcpdwAAAAJ
Vinkle Srivastav,"Assistant Professor at IIT Madras, Chennai, India","Surgical data science, Vision-language models, Human pose estimation, Medical image analysis",1058,https://scholar.google.com/citations?hl=en&user=FDWwdoQAAAAJ
Arul Jayachandran,Indian Institute of Technology Madras,"Steel structures, stability, Steel Bridges",1055,https://scholar.google.com/citations?hl=en&user=1pp_9TMAAAAJ
Vagesh D. Narasimhamurthy,"Professor, Department of Applied Mechanics, IIT Madras, Chennai, India","DNS, Transition, Turbulence, Particles in turbulence, Premixed combustion",1054,https://scholar.google.com/citations?hl=en&user=U6aEt4MAAAAJ
Boddeti Kalyan Kumar,"Professor of Electrical Engineering, IIT Madras","power systems, power quality, FACTS, wind energy",1044,https://scholar.google.com/citations?hl=en&user=0JBBDc8AAAAJ
Rahul Sawant,"Assistant Professor, IIT Madras","Quantum Physics, AMO Physics, Ultracold molecules, Ultracold atoms, Quantum Optics",1041,https://scholar.google.com/citations?hl=en&user=HVgV1YYAAAAJ
Senthil Murugan,IIT Madras,"Aeroservoelasticity, Helicopter dynamics, Morphing Structures, Dynamics and control",1040,https://scholar.google.com/citations?hl=en&user=AhVeHz4AAAAJ
Bijoy Krishna Das,"Professor, Dept. of Electrical Engineering, IIT Madras",Integrated Silicon Photonics - Quantum …,1040,https://scholar.google.com/citations?hl=en&user=ZQuc02MAAAAJ
Dr Vivek Maik,"Principal Project Scientist, IIT Madras, Chennai","image guided surgery, medical imaging systems",1036,https://scholar.google.com/citations?hl=en&user=4zMIGmQAAAAJ
Dr. Ankush Mishra,"IIT Madras, Chennai","Green Chemistry, Organic synthesis, Stereochemistry, Corrosion inhibition",1034,https://scholar.google.com/citations?hl=en&user=tjhFK6oAAAAJ
Kiran Raj M,"Assistant Professor, Indian Institute of Technology, Madras","Biomicrofluidics, Experimental fluid dynamics, interfacial phenomena",1033,https://scholar.google.com/citations?hl=en&user=qrDmE_oAAAAJ
Sagar Sourav,"Assistant Professor in Chemical Engineering, Indian Institute of Technology Madras","Heterogeneous Catalysis, Spectroscopy, Transient Kinetics",1031,https://scholar.google.com/citations?hl=en&user=bpY1CbkAAAAJ
Dr Ramkumar Penchaliah,"Professor of Mechanical Engineering, IIT Madras","Tribology, Engine Tribology, White Etching Cracks, DLC Coatings, Gearbox Optimization and FEM wear",1030,https://scholar.google.com/citations?hl=en&user=KJuZiiEAAAAJ
Siddharth Dhomkar,"Assistant Professor, Indian Institute of Technology Madras","Optical Spin Defects, Magnetic Resonance, Quantum Control",1027,https://scholar.google.com/citations?hl=en&user=sCEZDAgAAAAJ
Harekrishna Sahoo,"Department of Chemistry, IIT Madras","CH activation, Organic synthesis, Organometallic, Photoredox reaction, Radical Chemistry",1026,https://scholar.google.com/citations?hl=en&user=9tYJ3yQAAAAJ
S Surendran,"Former Professor(Naval Architecture), IIT Madras","Ship Motions and control, Ship Structure, Alternate materials, Impact response, Ship roll stability.",1016,https://scholar.google.com/citations?hl=en&user=DtbM8WcAAAAJ
Atriya Biswas,"Indian Institute of Technology, Madras","Electrified Transportation, Artificial Intelligence, Reinforcement learning, Sustainability",1005,https://scholar.google.com/citations?hl=en&user=tzqShNYAAAAJ
Sachchida Nand Pandey,IIT Madras,"Computational mechanics, Experimental mechanics, Flow in porous media, Geothermal energy, Machine learning",1003,https://scholar.google.com/citations?hl=en&user=AyQX9cMAAAAJ
Vaibhav Chawla,"Associate Professor at DoMS, IIT MADRAS",Marketing & Sales,996,https://scholar.google.com/citations?hl=en&user=gBpnApoAAAAJ
Pramod Kumar Naik,"Associate Professor, Dept. of HSS, Indian Institute of Technology Madras","Financial Economics, Stock Market Volatility, Applied Econometrics",991,https://scholar.google.com/citations?hl=en&user=TOpmpF4AAAAJ
Ankush P. Sharma,"Postdoc researcher, Indian Institute of Technology Madras, Chennai","Fiber metal laminates, Experimental mechanics, High strain rate response, Impact mechanics",990,https://scholar.google.com/citations?hl=en&user=2lscj4EAAAAJ
Suresh Rajendran,"Associate Professor, Dept.of Ocean Engineering, Indian Institute of Technology Madras","Autonomous ships and under water vehicles, AI&ML applied to Ocean Engineering, Hydroelasticity, Ship hydrodynamics",989,https://scholar.google.com/citations?hl=en&user=ZPf0AMcAAAAJ
Soumya Sridar,"Assistant Professor, Indian Institute of Technology Madras","CALPHAD, Additive Manufacturing, ICME, Alloy design, DFT",972,https://scholar.google.com/citations?hl=en&user=WE4UCHcAAAAJ
M. Hamsa Priya,Indian Institute of Technology Madras,"Computational Biophysics, Nanotechnology, Hydration, Self Assembly, Drug Delivery Systems",958,https://scholar.google.com/citations?hl=en&user=8tWJXUEAAAAJ
Ananya B. Sai,"Indian Institute of Technology, Madras","Natural Language Processing, Artificial Intelligence, Deep Learning",954,https://scholar.google.com/citations?hl=en&user=TzCQlYMAAAAJ
Piyush Shakya,"Associate Professor, Indian Institute of Technology Madras","Fault diagnosis & prognosis, Condition Monitoring, Signal Processing, Multi-sensor data fusion",941,https://scholar.google.com/citations?hl=en&user=9YQhOzoAAAAJ
ovk chetty,Professor of Mech Engg (Retd) IIT Madras Chennai,"Manufacturing, Modelling, Statistical Quality Control, Creativity, CIM",941,https://scholar.google.com/citations?hl=en&user=2qZTpETmREoC
Balaganesan G,INDIAN INSTITUTE OF TECHNOLOGY,"COMPOSITE MATERIALS, IMPACT LOADING",940,https://scholar.google.com/citations?hl=en&user=nGWTVQcAAAAJ
Uday K Khankhoje,Indian Institute of Technology Madras,inverse problems in electromagnetics,933,https://scholar.google.com/citations?hl=en&user=BtyiKAgAAAAJ
Dr. P. Santhana Krishnan,Indian Institute of Technology Madras,"SCR Nanocatalyst, Biofuel & Clean Energy",926,https://scholar.google.com/citations?hl=en&user=gqS2CG8AAAAJ
Ramaganthan Baskar,IIT Madras,"NMR, Polymer chemistry, Organic Chemistry",923,https://scholar.google.com/citations?hl=en&user=rbTLSswAAAAJ
Prakash Sai,IIT MADRAS,,911,https://scholar.google.com/citations?hl=en&user=XyOi420AAAAJ
Prabha Mandayam,"Indian Institute of Technology Madras, Chennai",Quantum Error Correction Quantum …,885,https://scholar.google.com/citations?hl=en&user=kHDUY0QAAAAJ
KG Vijay,"Assistant Professor, Department of Ocean Engineering, IIT Madras","wave hydrodynamics, coastal engineering, boundary element methods, wave energy converters",871,https://scholar.google.com/citations?hl=en&user=ZYNO5g4AAAAJ
Rupen Goswami,IIT Madras,"Earthquake Resistant Design, Structural Engineering",869,https://scholar.google.com/citations?hl=en&user=mpmJ7RkAAAAJ
Anubama Rajan,"Assistant Professor, Indian Institute of Technology Madras","Stemcell biology, Microbiology, Organoids, Virology, Molecular biology",865,https://scholar.google.com/citations?hl=en&user=0DIgbM0AAAAJ
Krishna Malakar,"Assistant Professor, Indian Institute of Technology Madras","Ecological Economics, Adaptation, Sustainability, Community Resilience, Disaster Risk Management",862,https://scholar.google.com/citations?hl=en&user=Yc-tKKgAAAAJ
Narayanaswamy NS,IIT Madras,Theoretical Computer Science,858,https://scholar.google.com/citations?hl=en&user=nGUg9VUAAAAJ
Srisowmeya Guruchandran,"Post Doctoral Researcher, IIT Madras","Food Technology, Food Packaging, Sustainable Food Systems",854,https://scholar.google.com/citations?hl=en&user=mKeYV88AAAAJ
Ayon Chakraborty,IIT Madras,"Mobile Sensing, IoT, Wireless Networks",849,https://scholar.google.com/citations?hl=en&user=xKrkM1EAAAAJ
Dr. Soumendra Nath Kuiry,"Associate Professor, Department of Civil Engineering, IIT Madras, India","Mathematical modelling of free surface flows …, flood, hurricane etc.",846,https://scholar.google.com/citations?hl=en&user=5ZTAJlQAAAAJ
V. Praveen Bhallamudi,"Indian Institute of Technology, Madras","Condenser matter physics, Nanoscience and engineering, nanoscale MRI, Optically Detected Magnetic Resonance",846,https://scholar.google.com/citations?hl=en&user=imzYypoAAAAJ
Shyama Prasad Das,"Professor, Indian Institute of Technology Madras","unsteady flows, interfacial hydrodynamics, heat and mass transfer, surface waves, turbomachines",841,https://scholar.google.com/citations?hl=en&user=HVfIYU8AAAAJ
Rubaiya Yunus Basha,Indian Institute of Technology Madras,,839,https://scholar.google.com/citations?hl=en&user=ehOtU8YAAAAJ
Thillai Rajan A.,Indian Institute of Technology Madras,"Business, Management, Venture capital, Private Equity, Infrastructure",838,https://scholar.google.com/citations?hl=en&user=4ph-y-IAAAAJ
Soma GuhaThakurta,IIT Madras,"Cardiothoracic Surgery, Tissue Engineering and regenerative …",838,https://scholar.google.com/citations?hl=en&user=IEiyXn8AAAAJ
Mohanakrishnan Logan,Indian Institute of Technology Madras,Energy Environment and Climate Change,835,https://scholar.google.com/citations?hl=en&user=d9w9aBkAAAAJ
Kameswararao Anupindi,"Associate Professor, Department of Mechanical Engineering, IIT Madras","computational fluid dynamics, large-eddy simulation, lattice Boltzmann method, cardiovascular flows, cavitation",821,https://scholar.google.com/citations?hl=en&user=evjJ8sAAAAAJ
Dr. R. Jayasree,Indian Institute of Technology Madras,"Dental materials, Biomaterials, Nanoparticles, Bone tissue engineering",821,https://scholar.google.com/citations?hl=en&user=jxC-1o8AAAAJ
Prithivirajan Sekar,"Post Doctoral Researcher,  Dept of mechanical Engg, IIT Madras","implant manufacturing, microstructural enginnering, corrosion, bio corrosion, material processing",821,https://scholar.google.com/citations?hl=en&user=R6ushbEAAAAJ
Vidya Bhushan Maji,"Assistant Professor, Department of Civil Engineering, IIT Madras",Rock mechanics and numerical modelling,818,https://scholar.google.com/citations?hl=en&user=5w77N9gAAAAJ
SHANIGARAM MALLESH,IIT MADRAS,Magnetic nanoparticles,816,https://scholar.google.com/citations?hl=en&user=jb_sevQAAAAJ
Abhinav S. Raman,IIT Madras,"Computational Physical Chemistry, Surface Science, Electronic Structure, Catalysis",811,https://scholar.google.com/citations?hl=en&user=_Jit2r0AAAAJ
Ramya Jagannathan Dwivedi,"CoE Fellow, IITM","Nanoscience, Biotechnology, Life Sciences, Writing",809,https://scholar.google.com/citations?hl=en&user=8J3mKm8AAAAJ
Nandan Kumar Sinha,Indian Institute of Technology Madras,"Aircraft Dynamics Control and Guidance, Flight Simulation Techniques, Aerial Vehicle Autonomy, Bifurcation and Continuation Meth",804,https://scholar.google.com/citations?hl=en&user=B_x-nq4AAAAJ
Swathi Sudhakar,"Assistant Professor, IIT Madras","Space Therapeutics, Nanotherapeutics, Cellular force mechanics, Nanosensors",804,https://scholar.google.com/citations?hl=en&user=grf-2csAAAAJ
Soumya Dutta,"Professor, Department of Electrical Engineering, IIT Madras","Microelectronics, Plastic Electronics",799,https://scholar.google.com/citations?hl=en&user=dpORFXAAAAAJ
Sreeram K. Kalpathy,Indian Institute of Technology Madras,"Soft condensed matter, Polymers, Colloids and emulsions, Fluid instabilities, Thin liquid films",795,https://scholar.google.com/citations?hl=en&user=VJcHmYwAAAAJ
Manoj Pandey,IIT Madras,"Nonlinear Dynamics, MEMS, Energy harvesting, Plasticity",775,https://scholar.google.com/citations?hl=en&user=XemRuykAAAAJ
Aveek Mohanty,"Research Associate-1, IIT MADRAS","Conventional machining, Non-conventional machining, Optimization, Coating",773,https://scholar.google.com/citations?hl=en&user=8FJ9uFGb09MC
Dr. Athira Johnson,"Postdoctoral fellow, Indian Institute of Technology, Madras","Nanotechnology, Nanomedicine",773,https://scholar.google.com/citations?hl=en&user=O4Ql4L8AAAAJ
Sankaran Aniruddhan,Indian Institute of Technology Madras,"RFIC Design, Phase locked Loops, Analog IC Design",772,https://scholar.google.com/citations?hl=en&user=wD5POSQAAAAJ
Ilaksh Adlakha,"Associate Professor, Indian Institute of Technology (Madras)","Computational Materials Science, Density Functional Theory, Molecular Dynamics, Material Behavior",771,https://scholar.google.com/citations?hl=en&user=l-oMnVsAAAAJ
Chakravarthy Mathiazhagan,IIT Madras,,769,https://scholar.google.com/citations?hl=en&user=afltiasAAAAJ
R Vijayakumar,"Professor , IIT Madras","Naval Architecture, Ship hydrodynamics",768,https://scholar.google.com/citations?hl=en&user=W40umaUAAAAJ
Satyanarayanan S,"Professor of Fluid Mechanics, IIT Madras",,768,https://scholar.google.com/citations?hl=en&user=trCkcp4AAAAJ
A Durga,Assistant Professor at Indian Institute of Technology Madras,"Computational Thermodynamics, Additive Manufacturing, Microstructure evolution, Phase-Field",767,https://scholar.google.com/citations?hl=en&user=j0KT3VMAAAAJ
RK Amit,Indian Institute of Technology Madras,"Game Theory, Decision Theory, Operations Management",765,https://scholar.google.com/citations?hl=en&user=1YXvTGMAAAAJ
Anubhab Roy,Indian Institute of Technology Madras,"Particle-laden Flows, Hydrodynamic Stability, Geophysical Fluid Dynamics",761,https://scholar.google.com/citations?hl=en&user=twTuKZMAAAAJ
Venkatraman Srinivasan,"Associate professor, IIT Madras","eco-hydrology, crop modeling, groundwater",761,https://scholar.google.com/citations?hl=en&user=flD5cv8AAAAJ
Ramesh Kannan Kandasami,"Department of Civil Engineering, IIT Madras","Geomechanics, Plasticity theory",759,https://scholar.google.com/citations?hl=en&user=D42RIhcAAAAJ
Sutanu Chakraborti,IIT Madras,"Computational Models of Cognition, Natural Language Processing, Case Based Reasoning",759,https://scholar.google.com/citations?hl=en&user=tosR5XgAAAAJ
Anmol Pahwa,"Assistant Professor, Civil Engineeing, IIT Madras","Freight Transportation, Last Mile, Long Haul, Operations Research, Transportation Economics",759,https://scholar.google.com/citations?hl=en&user=r-AhmAkAAAAJ
Himanshu Goyal,"Associate Professor, Indian Institute of Technology Madras","Multiphase Reactors, CFD, SciML, Biomass, Microwave Heating",758,https://scholar.google.com/citations?hl=en&user=D0Kir0UAAAAJ
S Pandian,Indian Institute of Technology Madras,Aerodynamics,748,https://scholar.google.com/citations?hl=en&user=ti30ryMAAAAJ
M Pattabiraman,"Associate Professor, Department of Physics, Indian Institute of Technology, Madras","Physics, Investing Risk, Retirement Planning, Financial Planning, Mutual funds",747,https://scholar.google.com/citations?hl=en&user=wcYayEgAAAAJ
N Narayanan,"Indian Institute of Technology Madras, Chennai.","Graph Theory, Graph colouring, Graph Ideals",745,https://scholar.google.com/citations?hl=en&user=s3B_PsUAAAAJ
subastri,"Post Doctoral Fellow, Applied Mechanics, IITM","cancer biology, Nanomedicine",743,https://scholar.google.com/citations?hl=en&user=jv9fM9gAAAAJ
V Krishna Nandivada,IIT Madras,"Compilers, Program Analysis, Programming Languages, High Performance Computing",737,https://scholar.google.com/citations?hl=en&user=kbgu7ccAAAAJ
Saravanan Umakanthan,"Professor of Civil Engineering, Indian Institute of Technology Madras","Continuum mechanics, Constitutive theory, Condition monitoring",735,https://scholar.google.com/citations?hl=en&user=ujkAeOoAAAAJ
KALPANA  MAHALINGAM,Indian Institute of Technology Madras,"Combinatorics on words, Theoretical Computer Science, Bio-Computing",734,https://scholar.google.com/citations?hl=en&user=70yCt6wAAAAJ
Vikram Kumar S Jain,Indian Institute of Technology Madras,"Hydrogen Embrittlement, Electron Microscopy, Welding, Materials Characterization, Refractory alloys",732,https://scholar.google.com/citations?hl=en&user=Lz4SfU4AAAAJ
Akanksha Agrawal,Indian Institute of Technology Madras,"Algorithms, Parameterized complexity",727,https://scholar.google.com/citations?hl=en&user=V_2z1BEAAAAJ
R Rajesh,"Indian Institute of Technology Madras, India","Control Systems, Machine Learning, Vehicle Dynamics, Electrical Systems, Electrical Insulation",727,https://scholar.google.com/citations?hl=en&user=SFXbWxcAAAAJ
Manoj Gopalakrishnan,"Department of Physics, IIT Madras","Biological Physics, Stochastic processes",725,https://scholar.google.com/citations?hl=en&user=7V-fb0EAAAAJ
Harsh Kumar,IITM,"AI, DATA SCIENCE",723,https://scholar.google.com/citations?hl=en&user=jNjbV4cAAAAJ
Nandhini JU,Indian Institute of Technology Madras,"High entropy oxide, spectroscopic analysis, Magnetism, Band gap studies, Dielectric",721,https://scholar.google.com/citations?hl=en&user=6Z43XaIAAAAJ
Ashley Xavier,IIT Madras,"Biology, Medicine, Statistics, AI",718,https://scholar.google.com/citations?hl=en&user=h2QTmNwAAAAJ
Abhilash Somayajula,"Associate Professor, IIT Madras","Marine Robotics, Simulators, Marine Autonomy, Artificial Intelligence, Hydrodynamics",715,https://scholar.google.com/citations?hl=en&user=9HFX8qUAAAAJ
Bhargava Rama Chilukuri,"Associate Professor, IIT Madras","Traffic Flow Theory, Traffic Control, Modeling and Simulation, Optimization",713,https://scholar.google.com/citations?hl=en&user=CBd1ivcAAAAJ
Deepak Khemani,"Professor of Computer Science, IIT Madras","Artificial Intelligence, Knowledge Representation, Automated Planning, Constraints",712,https://scholar.google.com/citations?hl=en&user=lrcXaOkAAAAJ
Upendra Kumar Maurya,"Assistant Professor, DoMS,IIT Madras",Marketing,707,https://scholar.google.com/citations?hl=en&user=tFQgEEoAAAAJ
Shanmugam Dilip kumar,"Indian Institute of Technology, Madras","Sustainable Bioamterials, Tissue Engineering, Packaging, Drug Delivery, Functional foods",707,https://scholar.google.com/citations?hl=en&user=L4F0uB4AAAAJ
Anil Kumar Singh,"Assistant Professor, Department of Physics, IIT Madras","Condensed matter physics, Materials Science, Graphene and 2D materials, STM/STS, MCBJ",705,https://scholar.google.com/citations?hl=en&user=cxd7M20AAAAJ
Meghana Nasre.,"Assistant Professor, CSE, IIT Madras, Chennai, India.",Graph algorithms.,700,https://scholar.google.com/citations?hl=en&user=zOFnkeMAAAAJ
Ankit Kumar Dubey,Indian Institute of Technology Madras,"Molecular Biology, Cell Biology, Biochemistry, Pharmacology",698,https://scholar.google.com/citations?hl=en&user=PZIcSh0AAAAJ
Dr. A. Amudhavalli,"Post Doctoral Researcher, Indian Institute of Technology Madras","Condensed matter Physics, Materials Science, Low dimensional systems",698,https://scholar.google.com/citations?hl=en&user=bEaO6lAAAAAJ
Sujatha N IITM,IIT Madras,"Biomedical optical spectroscopy, Laser based diagnostic imaging, Light tissue interaction modeling, Optical signal and image processing, Data analysis",697,https://scholar.google.com/citations?hl=en&user=E8HBvW4AAAAJ
Lakshmi Prabha Edappilly,IIT Madras,"Architecture, Sustainability, Built environment",695,https://scholar.google.com/citations?hl=en&user=GWV8eI4AAAAJ
Jaikishan Jayakumar,"Senior Proj Advisor, IIT-Madras; Research Fellow, University of Melbourne","Neuroscience, Neurobiology, Systems biology, Organisation of visual cortex, colour vision",694,https://scholar.google.com/citations?hl=en&user=Z_fWZ8oAAAAJ
Amrendra Vijay,"Department of Chemistry, Indian Institute of Technology Madras","Quantum Mechanics, Electrodynamics, Theoretical Optics, Theoretical Biophysics, Nonequilibrium Statistical Mechanics",692,https://scholar.google.com/citations?hl=en&user=nclicpQAAAAJ
Athreya Shankar,"Assistant Professor, Indian Institute of Technology Madras","quantum optics, quantum metrology, quantum simulation",692,https://scholar.google.com/citations?hl=en&user=J5vKdfgAAAAJ
Krishna Prasanna P,"Professor, Management Studies, IIT Madras","Finance, Accounts",686,https://scholar.google.com/citations?hl=en&user=ffgXDMEAAAAJ
"Dr. T. Senthilkumar; Thangaraj Senthilkumar; Senthilkumar, T",Assistant Professor @ IIT-Madras,"Polymer chemistry, drug delivery, Cell Imaging, Chemo and Biosensors.",686,https://scholar.google.com/citations?hl=en&user=-1DzVswAAAAJ
Jayakrishnan M Warriem,Indian Institute of Technology Madras,"Education Technology, Teacher Professional Development, Learning Analytics, Educational Data Mining",685,https://scholar.google.com/citations?hl=en&user=P_4iFrQAAAAJ
Dr. Arun Pachai Kannu,IIT Madras,"Sparse signal processing and applications, mm wave Beamforming",682,https://scholar.google.com/citations?hl=en&user=WP7b1VoAAAAJ
Sameen A,"Professor, Department of Aerospace Engg, IITMadras",Fluid Mechanics,682,https://scholar.google.com/citations?hl=en&user=bzTWn-AAAAAJ
KV Nagendra Gopal,"Aerospace Engineering, IIT Madras","Composite Structures  Aeroelasticity, Wind Energy, Vibro-acoustics",672,https://scholar.google.com/citations?hl=en&user=nNK4-QwAAAAJ
Sabita Sarkar,IIT Madras,Muti-phase flow phenomena modeling and …,669,https://scholar.google.com/citations?hl=en&user=RmHAoGYAAAAJ
Suryanarayana Prasad,"Unitversity of Florida, Ashok Leyland Limited, IIT Madras, Indian Institute of Technology …","NVH, Controls & signal processing, ANN & ML, nanomaterials & smart materials",668,https://scholar.google.com/citations?hl=en&user=Bzr95MkAAAAJ
santhosh sethuramanujam,Indian Institute of Technology Madras,neuroscience,662,https://scholar.google.com/citations?hl=en&user=4Z7sRuMAAAAJ
Rakesh Nankar,IIT Madras,,659,https://scholar.google.com/citations?hl=en&user=-s3s3fkAAAAJ
Savio Sebastian K,"Adjunct Professor, Indian Institute of Technology Madras","Engineering design, Bioinspired design, Mechanical testing",656,https://scholar.google.com/citations?hl=en&user=oNLEStwAAAAJ
Alamelu Kaliyaperumal,"Indian Institute of Technology, Madras","Photocatalyst, Water splitting, CO2 reduction, Electrochemical Studies",649,https://scholar.google.com/citations?hl=en&user=4Mx5dpIAAAAJ
Aritra Pal,Indian Institute of Technology Madras,"AI/ML for Construction, Construction Automation, Digital Twin Construction, BIM",647,https://scholar.google.com/citations?hl=en&user=R880xqIAAAAJ
Dr. Somasundaram D,Indian Institute of Technology Madras,"CFD, Flat Heat Pipe, Solar Air Heater, Thermal Engineering, Metal Foams",645,https://scholar.google.com/citations?hl=en&user=duvbK3EAAAAJ
Sanyasiraju Yedida,IITMadras,Computational fluid dynamics,643,https://scholar.google.com/citations?hl=en&user=vBtK6-4AAAAJ
Naresh Kumar Ravichandran,Assistant Professor in the Department of Engineering Design at IIT-Madras,"Optical Coherence Tomography, Multiphoton Microscopy, Fluorescence Microscopy, Biomedical Optics",640,https://scholar.google.com/citations?hl=en&user=nh2tv2IAAAAJ
Lakshminath Kundanati,Indian Institute of Technology Madras,"Characterization, Mechanics, Biological materials, Bioinspired materials",639,https://scholar.google.com/citations?hl=en&user=5p5eD9UAAAAJ
Anuradha Banerjee,Professor IIT Madras,"Fracture Mechanics, Damage Mechanics, Material Characterisation, Bio-Mechanics",636,https://scholar.google.com/citations?hl=en&user=9hIQZtkAAAAJ
Sunethra Ramanan,"Associate Professor, Department of Physics, IIT Madras","Nuclear Structure, Nuclear Pairing, Neutron Stars, Renormalization Group approaches, Effective Field theory",633,https://scholar.google.com/citations?hl=en&user=S_YZYOAAAAAJ
Devendra Jalihal,Indian Institute of Technology Madras,"Wireless Communications, Signal Processing",632,https://scholar.google.com/citations?hl=en&user=Bp9EBlMAAAAJ
Suman Kundu,"Assistant Professor, IIT Madras","GenAI for Education, Dynamic Graph, Graph Learning, GNN, IR with Graphs & LLM Agents",626,https://scholar.google.com/citations?hl=en&user=2h2t9cEAAAAJ
Dr. Jitendar Kumar Tiwari,Indian Institute of Technology Madras,"Additive Manufacturing, Metals, Alloys",626,https://scholar.google.com/citations?hl=en&user=gXRp90gAAAAJ
Narayanan A,"Technical Officer, Chemistry Department, IIT Madras","chitosan, super absorbents",626,https://scholar.google.com/citations?hl=en&user=B857CIgAAAAJ
DR. SANJIB PANDA,Assistant Professor at IIT Madras,"Synthetic Bioinorganic chemistry, Inorganic Reaction Mechanism, spectro(electro)chemistry, DFT",625,https://scholar.google.com/citations?hl=en&user=MC0WcgMAAAAJ
J. Manoj Prabhakar,"Assistant Professor, Indian Institute of Technology Madras","Corrosion, Electrochemistry",622,https://scholar.google.com/citations?hl=en&user=a1WGQi8AAAAJ
Lavanya Thirugnanam,"Indian Institute of Technology, Madras","carbon nanofiber, graphene, supercapacitors, Photocatalysis",616,https://scholar.google.com/citations?hl=en&user=loP6KcIAAAAJ
Anirudh Udupa,Indian Institute of Technology Madras,"Surface Science and Engineering, Natural Materials Processing, Advanced Manufacturing",615,https://scholar.google.com/citations?hl=en&user=as-PuOwAAAAJ
Baburaj A. Puthenveettil,"Professor, Dept. of Applied Mechanics, Indian Institute of Technology Madras","Fluid Mechanics, Convection, Interfacial Phenomena",612,https://scholar.google.com/citations?hl=en&user=EdIl4GsAAAAJ
CS Ramalingam,"Department of Electrical Engineering, IIT Madras",Speech Signal Processing,609,https://scholar.google.com/citations?hl=en&user=IMvUFW0AAAAJ
Jayanthan AV,Indian Institute of Technology Madras,"… invariants of graphs and algebraic invariants …, invariants associated with ho",608,https://scholar.google.com/citations?hl=en&user=PCoqa8MAAAAJ
Anil Meena,Indian Institute of Technology Madras,"Additive manufacturing, Steel & cast iron, Process-structure-property, Machining",606,https://scholar.google.com/citations?hl=en&user=kNu5UuIAAAAJ
Anwesha Mukherjee,"Assistant Professor, Indian Institute of Technology, Madras","Nanoelectronic devices, MEMs, Gas sensors",604,https://scholar.google.com/citations?hl=en&user=ENYmbRcAAAAJ
Dr. Sunny Kumar Poguluri,"Department of Ocean Engineering, IIT Madras","Offshore renewable energy, Nonlinear hydrodynamics, Sloshing, Porous baffles",599,https://scholar.google.com/citations?hl=en&user=nBBqVl8AAAAJ
Shantanu Mulay,Indian Institute of Technology Madras,"mechanics of materials, solid mechanics, micro-macro transition, constitutive modelling of materials, continuum mechanics",598,https://scholar.google.com/citations?hl=en&user=FqSrjyAAAAAJ
Nitin Chandrachoodan,IIT Madras,,597,https://scholar.google.com/citations?hl=en&user=_S6HjK0AAAAJ
Vetrivel V IITM,"Department of Mathematics, Indian Institute of Technology Madras, Chennai, India","Optimization, Nonlinear Analysis",595,https://scholar.google.com/citations?hl=en&user=F0dtvrQAAAAJ
Shruti Dubey,Indian Institute of Technology Madras,"Analysis of functional differential equations, Neural networks and diff. Eqn., Ferromagnetic systems",595,https://scholar.google.com/citations?hl=en&user=NT6LR1QAAAAJ
