Name,Affiliation,Interests,Cited By,Profile URL,h-index,i10-index
Bhuvanesh Ramakrishna,IIT Hyderabad,Laser plasma,1287,https://scholar.google.com/citations?hl=en&user=FBPIz8EAAAAJ,14.0,19.0
Ravikumar Bhimasingu,"Department of Electrical Engineering, Indian Institute of Technology Hyderabad","Power System Analysis, AI Techniques applications for for Power …, Power System Protection, Distribution system Improvemen",1283,https://scholar.google.com/citations?hl=en&user=YVWqEwkAAAAJ,20.0,35.0
"Prof. Suryanarayana Jammalamadaka, FInstP, FRSC, SM - IEEE","Professor of Physics, Indian Institute of Technology Hyderabad","Magnetic materials and devices, Non volatile memories, Neuromorphic computing",1266,https://scholar.google.com/citations?hl=en&user=MByDpGAAAAAJ,19.0,37.0
Debasish Koner,Assistant Professor at IIT Hyderabad,"Computational Chemistry, Potential Energy Surface, Reaction Dynamics, Molecular Spectroscopy, Machine Learning",1263,https://scholar.google.com/citations?hl=en&user=rztuGTYAAAAJ,21.0,36.0
Vishwanath Sivalingam,Indian Institute of Technology Hyderabad,"protein misfolding, protein aggregation, amyloid, liquid liquid phase separation",1234,https://scholar.google.com/citations?hl=en&user=TrHdGYUAAAAJ,8.0,8.0
Thenmalarchelvi Rathinavelan,"Professor, Department of Biotechnology, Indian Institute of Technology Hyderabad, India",,1200,https://scholar.google.com/citations?hl=en&user=JQpmrocAAAAJ,18.0,28.0
INDRANIL MALIK,Indian Institute of Technology Hyderabad,"Molecular biology, biochemistry, RNA biology",1190,https://scholar.google.com/citations?hl=en&user=_XCPOL4AAAAJ,14.0,14.0
Rana P Maradana,"Assistant Professor, Indian Institute of Technology Hyderabad","Finance, Business Management",1188,https://scholar.google.com/citations?hl=en&user=G6nVIhMAAAAJ,13.0,15.0
Nishanth Dongari,Associate Professor at Indian Institute of Technology Hyderabad,"Aerothermodynamics, Rarefied Gas Dynamics, Renewable Energy Systems, Thermal Management Systems, OpenSource Software",1187,https://scholar.google.com/citations?hl=en&user=9Wxe8wwAAAAJ,14.0,17.0
Subhradeep Chatterjee,Indian Institute of Technology Hyderabad,"Physical metallurgy, phase transformations, weld processing, high entropy alloys, microstructural modeling",1150,https://scholar.google.com/citations?hl=en&user=xX36EuYAAAAJ,11.0,14.0
Ashutosh Kumar Mishra,Indian Institute of Technology-Hyderabad,Bioorganic Chemistry,1146,https://scholar.google.com/citations?hl=en&user=_XkPUx4AAAAJ,17.0,27.0
Lopamudra Giri,IIT Hyderabad,"Systems biology, Imaging, Optogenetics",1124,https://scholar.google.com/citations?hl=en&user=Np06tFUAAAAJ,18.0,23.0
Srijith PK,"Associate Professor, Computer Science and Engineering, Indian Institute of Technology …","Machine learning, Deep Learning, Artificial Intelligence, Data Science",1110,https://scholar.google.com/citations?hl=en&user=C1YpEWsAAAAJ,18.0,26.0
Viswanath Chinthapenta,"Professor, MAE, IIT Hyderabad",Computational Solid Mechanics,1103,https://scholar.google.com/citations?hl=en&user=qVCJiNIAAAAJ,20.0,33.0
Shourya Dutta-Gupta,Indian Institute of Technology Hyderabad,"Plasmonics, Metasurfaces, Biosensing, lab-on-a-chip devices, 2D Materials",1093,https://scholar.google.com/citations?hl=en&user=sUInvlAAAAAJ,17.0,23.0
Dr Rupesh Wandhare,Indian Institute of Technology Hyderabad,"Power Electronics, Embedded Systems for Renewable Energy Sources and Storage, Microgrid",1088,https://scholar.google.com/citations?hl=en&user=NOdvbaYAAAAJ,16.0,26.0
Abhijit Sau,"Indian Institute of Technology Hyderabad, India","Organic Synthesis, Catalysis, Glycoscience",1062,https://scholar.google.com/citations?hl=en&user=2aqROHIAAAAJ,16.0,18.0
Harish N Dixit,"Professor, IIT Hyderabad",Fluid Mechanics,1050,https://scholar.google.com/citations?hl=en&user=NRTM2jcAAAAJ,14.0,16.0
"Dr. Gunjan Mehta, Ph.D.","Indian Institute of Technology Hyderabad, India","Single-Molecule Imaging, Transcripion, Cell Division and Chromosome Biology, Quantitative Microscopy, Cell and Molecular Biology",1007,https://scholar.google.com/citations?hl=en&user=FDxMy3UAAAAJ,13.0,14.0
Raghavendra NK,Indian Institute of Technology Hyderabad,HIV-1,1000,https://scholar.google.com/citations?hl=en&user=4q0QnuIAAAAJ,10.0,10.0
Sai Sidhardh,"Department of Mechanical & Aerospace Engineering, IIT Hyderabad","Smart Structures, Composite Structures, Fractional Calculus, Nonlocal Elasticity",976,https://scholar.google.com/citations?hl=en&user=AJLGjNAAAAAJ,16.0,29.0
Alan R. Jacob,"Assistant Professor, IIT Hyderabad","Rheology, Soft matter",973,https://scholar.google.com/citations?hl=en&user=u0SJVp4AAAAJ,18.0,19.0
Aveen Dayal,IIT Hyderabad,"Domain Adaptation, Domain Generalization, Autonomous Vehicles, Deep Learning",964,https://scholar.google.com/citations?hl=en&user=KqkN9IgAAAAJ,15.0,16.0
Dr. Lohithaksha M Maiyar,"Department of Entrepreneurship and Management, Indian Institute of Technology …","Artificial Intelligence, Supply Chain Logistics, Operations Research",954,https://scholar.google.com/citations?hl=en&user=o0FxAlkAAAAJ,13.0,14.0
Meenakshi S,"Assistant Professor, IIT Hyderabad","Analytical modelling, multi-scale modelling, continuum micromechanics, supplementary cementitious",954,https://scholar.google.com/citations?hl=en&user=palLuFEAAAAJ,7.0,7.0
Pankaj Kolhe,"Professor, Mechanical & Aerospace Engineering, IIT Hyderabad","Experimental Fluid Mechanics, Combustion & Flow Diagnostics, Alternative Fuels, IC Engines",951,https://scholar.google.com/citations?hl=en&user=VGDoAMsAAAAJ,18.0,22.0
Srinivasulu Kanaparthi,Indian Institute of Technology Hyderabad,"Sensors, Embedded Systems, Signal Processing",933,https://scholar.google.com/citations?hl=en&user=TzHZ98AAAAAJ,15.0,15.0
MP Ganesh,Associate Professor at Indian Institute of Technology Hyderabad,"Virtual teams, Task interdependence, Group dynamics, Organizational Behaviour",921,https://scholar.google.com/citations?hl=en&user=x1FJQJ0AAAAJ,15.0,20.0
Myna Vajha,Assistant Professor at IIT Hyderabad,"Coding Theory, Information Theory.",921,https://scholar.google.com/citations?hl=en&user=AQpC1tEAAAAJ,13.0,14.0
Puranam Anantha Lakshmi Narayana,"Department of Mathematics, IIT Hyderabad","Convection in Porous Media, Linear and Nonlinear Stability Analsysis, Electrophoresis",911,https://scholar.google.com/citations?hl=en&user=qjnoTWQAAAAJ,18.0,26.0
Dr. Dinabandhu Sethi,"Assistant Professor, Indian Institute of Technology Hyderabad","Empirical Macroeconomics, Policy Evaluation, Time-Series Analysis",909,https://scholar.google.com/citations?hl=en&user=a2UT9rAAAAAJ,9.0,8.0
Harinath a,Ph.D Department of chemistry IIT hyderabad,organomettalics and catalysis,907,https://scholar.google.com/citations?hl=en&user=d-piXQMAAAAJ,19.0,24.0
Kotaro Kataoka,"Professor, Indian Institute of Technology Hyderabad",Internet and Blockchain,888,https://scholar.google.com/citations?hl=en&user=uAuKJY4AAAAJ,17.0,25.0
Praveen Tammana,"Assistant Professor, IIT Hyderabad","Computer Systems and Networking, Software-Defined Networking, P4",881,https://scholar.google.com/citations?hl=en&user=ZCukcP4AAAAJ,13.0,16.0
Challa S Sastry,Indian Institute of Technology Hyderabad,"Wavelets, Inverse Problems, Sparse Representation Theory",866,https://scholar.google.com/citations?hl=en&user=pN4YZg8AAAAJ,15.0,19.0
Shelaka Gupta,"Associate Professor, IIT Hyderabad","Catalysis, Density functional theory, Biomass, Multicomponent Alloys",859,https://scholar.google.com/citations?hl=en&user=Jdk32aoAAAAJ,15.0,16.0
Ravi Kumar,IIT Hyderabad,Reliability,853,https://scholar.google.com/citations?hl=en&user=J_uDoWYAAAAJ,11.0,16.0
Anil Agarwal,Indian Institute of Technology Hyderabad,"Structural Safety, Fire Structural Engineering, Steel design",845,https://scholar.google.com/citations?hl=en&user=aTgaDkQAAAAJ,13.0,16.0
Althuri Avanthi,INDIAN INSTITUTE OF TECHNOLOGY HYDERABAD,,843,https://scholar.google.com/citations?hl=en&user=qLsRYEn4J30C,15.0,17.0
Mahesh Ganesan,"Assistant Professor, IIT Hyderabad","Rheology, Polymers, Colloids, Light Scattering, Soft Matter",831,https://scholar.google.com/citations?hl=en&user=NgZLOgYAAAAJ,12.0,12.0
Chokkakula LP Pavithra,Indian Institute of Technology Hyderabad,"Electrodeposition, High entropy thinfilms, Nanostructured Materials, Recycling/recovery",829,https://scholar.google.com/citations?hl=en&user=b2S7vN8AAAAJ,13.0,13.0
Sai Praneeth,"Assistant Professor in the Department of Civil Engineering, IIT Hyderabad",,820,https://scholar.google.com/citations?hl=en&user=cqsuRTMAAAAJ,11.0,12.0
Sobhan Babu,"Associate Professor, IIT Hyderabad","Big data analytics, Graph Analytics, Applied algorithms",810,https://scholar.google.com/citations?hl=en&user=UFMtsfkAAAAJ,11.0,13.0
Mohit Kumar,"Indian Institute of Technology Hyderabad, Swinburne University of Technology","Photoelectrocatalysis, Electrocatalysis, Solar Energy conversion, Plasmonics, Biomass valorisation",806,https://scholar.google.com/citations?hl=en&user=UzfQqGoAAAAJ,12.0,13.0
Dr. Savita Devi,"Assistant Professor, Department of Biotechnology, Indian Institute of Technology Hyderabad","Host pathogen Interaction, Infection associated Cancer, Innate Immune response, Inflammasome",796,https://scholar.google.com/citations?hl=en&user=MJMceCAAAAAJ,14.0,16.0
Avinash Eranki,"Indian Institute of Technology, Hyderabad","Therapeutic Ultrasound, Diagnostic Ultrasound, Cancer Therapy, Maternal/Fetal Health, MSK Disorders",790,https://scholar.google.com/citations?hl=en&user=KSYsxREAAAAJ,12.0,13.0
SakethaNath Jagarlapudi,"Professor of Computer Science and Engineering, IIT Hyderabad",Machine Learning,770,https://scholar.google.com/citations?hl=en&user=k70LrvsAAAAJ,17.0,20.0
Prabhat Kumar,"Assistant Professor in Mechanical &  Aerospace, IIT Hyderabad","Topology Optimization, Soft Robotics, Data-driven Design, Compliant Mechanisms, Computational",766,https://scholar.google.com/citations?hl=en&user=sMc1rB0AAAAJ,16.0,20.0
Ankhi Roy,"Associate Professor, Indian Institute of Technology Indore",Experimental High Energy Physics,91572,https://scholar.google.com/citations?hl=en&user=0CYqhQ4AAAAJ,152.0,990.0
Ram Bilas Pachori,"Fellow IEEE, INAE; Institute Chair Professor & Professor (HAG), IIT Indore","Signal and Image Processing, Biomedical Signal Processing, BCI, AI in Healthcare",22313,https://scholar.google.com/citations?hl=en&user=j3iJOWMAAAAJ,81.0,274.0
Shaikh M. Mobin,"Professor, Department of Chemistry, IIT Indore","Material Chemistry, Coordination Chemistry, Organometallics, Bio-Sensors",21975,https://scholar.google.com/citations?hl=en&user=_AL4b0QAAAAJ,72.0,436.0
Avinash Sonawane,Indian Institute of Technology Indore,"Infection Biology, Leukemia, Tuberculosis, Drug development, Diagnostics",21288,https://scholar.google.com/citations?hl=en&user=6RNh4zgAAAAJ,36.0,66.0
Sanjay Kumar Singh,Indian Institute of Technology (IIT) Indore,"Organometallics and Nanoparticle based …, Biomass Transformation, CO2 capture and utilization, Biof",13757,https://scholar.google.com/citations?hl=en&user=Mmcw90sAAAAJ,54.0,260.0
"M. Tanveer, IEEE CIS Distinguished Lecturer","Professor and Ramanujan Fellow, IIT Indore (Some codes are available at GitHub.)","Deep Neural Networks, Machine Learning, Support Vector Machines, Data Science, Neuroimaging",13418,https://scholar.google.com/citations?hl=en&user=sdu678oAAAAJ,56.0,173.0
Mohd. Farooq Azam,"Associate Professor. Indian Institute of Technology Indore, India","Glaciology, Hydrology",11149,https://scholar.google.com/citations?hl=en&user=EdupmHsAAAAJ,26.0,46.0
Professor Biswarup Pathak,"Institute Chair Professor, Department of Chemistry, IIT Indore",AI/ML | Nanoclusters | Batteries | Molecular …,10758,https://scholar.google.com/citations?hl=en&user=eMnUqcgAAAAJ,53.0,251.0
Parasharam Shirage,"Professor in MEMS, INDIAN INSTITUTE OF TECHNOLOGY INDORE","Sodium Ion Batteries and Supercapacitors, Superconductors, Solar cells and Piezoelectric Devices, Sensors( Bio- and Chemical)",10138,https://scholar.google.com/citations?hl=en&user=hf2x04QAAAAJ,57.0,190.0
"Manish Kumar Goyal, Chair Professor","Indian Institute of Technology Indore, Indore","Water Resources, Hydrology, Climate Change",9259,https://scholar.google.com/citations?hl=en&user=In-wqMEAAAAJ,56.0,155.0
Rupesh Devan,"Professor, Department of MEMS, Indian Institute of Technology","Nanostructures, Energy storage/conversion devices, Nano-hetero-architectures",9073,https://scholar.google.com/citations?hl=en&user=UF9U1IkAAAAJ,56.0,135.0
Vimal Bhatia,IIT Indore,"Wireless Communications, 6G, Signal Processing, Quantum Communications, Energy",7048,https://scholar.google.com/citations?hl=en&user=axRxFiwAAAAJ,40.0,189.0
"Rajesh Kumar (राजेश कुमार), Ph.D. (IIT Delhi)","Professor, Department of Physics, IIT Indore","Raman spectroscopy, Nanoscience, Nanotechnology, Electrochromic Device, Energy Storage",6864,https://scholar.google.com/citations?hl=en&user=BCi-1-YAAAAJ,43.0,170.0
Sandeep Chaudhary,IIT Indore,"Structural Engineering, Concrete Technology, Building Materials, Sustainable Construction Materials",6675,https://scholar.google.com/citations?hl=en&user=yE0bDOIAAAAJ,43.0,97.0
Murthy GS,"Professor in BSBE, Indian Institute of Technology-Indore and BEE, Oregon State University","Sustainable bioprocessing, bioprocess modeling and control, systems analyses for sustainability",6235,https://scholar.google.com/citations?hl=en&user=RDDboswAAAAJ,38.0,69.0
Dr.Palani IA,"Professor, Department of Mechanical Engineering,  Indian Institute of technology Indore","Smart materials and structures, micro-robotic systems, opto-mechatronics system design, Laser assisted manufacturing and surface",5996,https://scholar.google.com/citations?hl=en&user=nRF8hGEAAAAJ,36.0,197.0
Dr. Apurba K. Das,Indian Institute of Technology Indore,Supramolecular Organic Chemistry Group,5981,https://scholar.google.com/citations?hl=en&user=T4gN2YcAAAAJ,37.0,101.0
Pavan Kumar Kankar,"Professor, Department of Mechanical Engineering, IIT Indore","Fault Diagnosis, Condition Monitoring of Mechanical …, Health Monitoring of Hydraulic",5966,https://scholar.google.com/citations?hl=en&user=eN63O5AAAAAJ,40.0,90.0
Prof. Neelesh Kumar Jain,"Professor (HAG), Department of Mechanical Engineering, IIT Indore","Metal Additive Manufacturing, Sustainable Machining, Gear Engineering, Advanced Manufacturing",5929,https://scholar.google.com/citations?hl=en&user=NHW6zSQAAAAJ,40.0,129.0
Neelima Satyam,"Institute Chair Professor and Former Head, Department of Civil Engineering, IIT Indore","Landslide Hazard, Seismic Microzonation, Soil Structure Interaction, Bio-Geotechnics",5927,https://scholar.google.com/citations?hl=en&user=u6lns9UAAAAJ,47.0,113.0
Saptarshi Ghosh,"Associate Professor, Indian Institute of Technology Indore","Metamaterials, Microwave absorbers, Frequency Selective Surface",5815,https://scholar.google.com/citations?hl=en&user=3eF8NzwAAAAJ,40.0,87.0
Priyansh Singh,Indian Institute of Technology Indore,Pavement Materials,5383,https://scholar.google.com/citations?hl=en&user=kYN0oBMAAAAJ,32.0,125.0
Dr. Shailesh Ishwarlal Kundalwal,"Professor of Solid Mechanics, Indian Institute of Technology Indore","Micromechanics, Nanomechanics, Flexoelectricity, Composites, H2 Storage",5374,https://scholar.google.com/citations?hl=en&user=uBuNZcEAAAAJ,42.0,86.0
Kiran Bala,"Professor, IIT Indore","Environmental Science and Egg., Algal Biotechnology, Bioenergy, Bioremediation",5043,https://scholar.google.com/citations?hl=en&user=bgTbsyEAAAAJ,30.0,61.0
Ranveer Singh,Indian Institute of Technology Indore,Graphs and Matrices,4931,https://scholar.google.com/citations?hl=en&user=6vNK13kAAAAJ,25.0,119.0
Satyanarayan patel,Indian Institute of Technology Indore,"Lead free piezoceramics, Energy conversion and storage, Electrocaloric elastocaloric, Energy",4705,https://scholar.google.com/citations?hl=en&user=ZyXuyHMAAAAJ,30.0,75.0
Dr. Aruna Tiwari,"Professor of Computer Science and Engineering, IIT Indore","Artificial Intelligence, Big Data Analytics, Soft Computing, and Data Mining",4560,https://scholar.google.com/citations?hl=en&user=92WslkgAAAAJ,27.0,71.0
Dr. Amit Kumar,"Professor, Biosciences and Biomedical Engineering, IIT Indore","Drug Target and Discovery, Molecular Structural Biology",4540,https://scholar.google.com/citations?hl=en&user=owahqHQAAAAJ,39.0,83.0
"Prof. Anirban Sengupta, D-EiC @ IEEE ESL, IEEE-CS DC & DV, IEEE-CASS & CTSoc DL, ACM Eminent Speaker","Professor of CSE, Indian Institute of Technology Indore","IP Protection, High Level Synthesis, Hardware Security and Trust, Embedded Hardware",4538,https://scholar.google.com/citations?hl=en&user=4aHf5O8AAAAJ,34.0,120.0
Anand Parey,IIT Indore,"Condition monitoring, Gear fault diagnosis, Noise and Vibration, Signal Processing",4506,https://scholar.google.com/citations?hl=en&user=uU3kC4oAAAAJ,32.0,57.0
Ashisha Kumar,"Assistant Professor, Discipline of Mathematics, Indian Institute of Technology Indore, India",Harmonic Analysis,4457,https://scholar.google.com/citations?hl=en&user=bFKhS0YAAAAJ,25.0,107.0
Prof. PR Sagdeo,INDIAN INSTITUTE OF TECHNOLOGY INDORE,HIGHLY CORRELETED ELECTRON …,4431,https://scholar.google.com/citations?hl=en&user=iQNyzkkAAAAJ,39.0,105.0
Professor Hem Chandra Jha,"Mehta Family School of Biosciences and Biomedical Engineering, IIT Indore, India","Gut-Brain axis, AMR, Diagnostics, Host-Pathogens interactions",4422,https://scholar.google.com/citations?hl=en&user=o6ZqrQcAAAAJ,38.0,107.0
Sarika Jalan,"Complex Systems Lab, IIT Indore","Complex Systems, Bifurcation, Synchronization, Machine learning",3963,https://scholar.google.com/citations?hl=en&user=vlEHYwYAAAAJ,35.0,96.0
Onkar Game,"Assistant Professor, Department of Physics, Indian Institute of Technology Indore","Photovoltaics, Optoelectronics, Halide perovskites, Energy Generation, Novel Semiconductors",3961,https://scholar.google.com/citations?hl=en&user=827_7BAAAAAJ,33.0,48.0
Tridib Kumar Sarma,Indian Institute of Technology Indore,,3789,https://scholar.google.com/citations?hl=en&user=uR4QBIcAAAAJ,38.0,65.0
Somaditya Sen,INDIAN INSTITUTE OF TECHNOLOGY INDORE,"MATERIAL PHYSICS, ELECTRONICS, MAGNETISM",3789,https://scholar.google.com/citations?hl=en&user=r8scNioAAAAJ,34.0,94.0
Mirza Saqib Baig,"Professor, Indian Institute of Technology Indore (IITI)","Inflammation, Cancer, Drug Discovery",3742,https://scholar.google.com/citations?hl=en&user=bV3oePcAAAAJ,29.0,60.0
Sampak Samanta,"Professor of Chemistry, IIT Indore",Synthetic Organic Chemistry and Medicinal …,3628,https://scholar.google.com/citations?hl=en&user=KrdeHmMAAAAJ,35.0,74.0
Prof. Santosh Kumar Vishvakarma,Indian Institute of Technology Indore,"Memory Circuits, Compute-in-Memory, Domain Specific AI Hardware Accelerators, AI Infrastracture",3584,https://scholar.google.com/citations?hl=en&user=rRapODEAAAAJ,33.0,84.0
"Ajay Kumar Kushwaha (Ph.D.),","Associate Professor & HoD, Materials Science, IIT Indore",Nano & Energy Materials Lab,3508,https://scholar.google.com/citations?hl=en&user=1ck-NV0AAAAJ,32.0,63.0
Satya S Bulusu,Indian Institute of Technology Indore,"Machine Learning, Orbital Free Density Functional Theory, Kohn Sham, Schrodinger Equation",3499,https://scholar.google.com/citations?hl=en&user=12hatP0AAAAJ,27.0,32.0
Shaibal Mukherjee,"Fellow JSPS, Humboldt Foundation, InstP, RSC; Professor-IIT Indore",Nanotechnology,3465,https://scholar.google.com/citations?hl=en&user=7dc2VIsAAAAJ,33.0,109.0
Santosh K. Sahu,"Professor, Department of Mechanical Engineering, Indian Institute of Technology Indore","Thermal hydraulics, Jet impingement, heat transfer, Thermal management, Phase change materials",3355,https://scholar.google.com/citations?hl=en&user=HIOfoGYAAAAJ,35.0,82.0
Mukesh Kumar,"Electrical Engineering, Indian Institute of Technology (IIT) Indore","Optoelectronic Devices, Nanophotonics, Silicon Photonics, Microfabrication",3304,https://scholar.google.com/citations?hl=en&user=AdhSVmkAAAAJ,26.0,96.0
Suman Mukhopadhyay,"Professor of Chemistry, Indian Institute of Technology Indore",Inorganic Chemistry,3267,https://scholar.google.com/citations?hl=en&user=th7cZbIAAAAJ,32.0,85.0
Dr Srimanta Pakhira,"Associate Professor, Indian Institute of Technology Indore","2D Materials, Theoretical Condensed Matter Physics, and Computational Materials Science",3097,https://scholar.google.com/citations?hl=en&user=QVDd22wAAAAJ,31.0,75.0
Dr. Anjan Chakraborty,"Professor, IIT Indore","Liposomes, Lipid bilayers, Nanoparticles, Photophysics",3097,https://scholar.google.com/citations?hl=en&user=-vP2_HAAAAAJ,33.0,65.0
Prabhat Kumar Upadhyay,"Professor, Electrical Engineering, IIT Indore","Wireless and Mobile Communications, Cooperative and Cognitive Radio Techniques, MIMO Channels, IoT Networks, Molecular Communica",3086,https://scholar.google.com/citations?hl=en&user=6Pm4c5kAAAAJ,30.0,78.0
Prof. Vinod kumar,"Associate Prof. and Former Head, Metallurgical Engineering and Materials Science; IIT …","High Entropy Alloys, Physical Metallurgy, Powder Metallurgy, Material Science and Engineering",2974,https://scholar.google.com/citations?hl=en&user=n782qToAAAAJ,30.0,71.0
Dr. Ritunesh Kumar,"Professor, IIT Indore & Gdansk University of Technology","Desiccant cooling, heat transfer in microchannels, biofuels",2929,https://scholar.google.com/citations?hl=en&user=UXLP-nIAAAAJ,24.0,34.0
Suman Majumdar,"Associate Professor, Indian Institute of Technology Indore, India","Cosmic Dawn, Large Scale Structures, Reionization, Cosmology, Statistical Inference",2884,https://scholar.google.com/citations?hl=en&user=-ceigSYAAAAJ,28.0,50.0
Pritee Sharma,"Professor, Mehta Family School of Sustainability, Indian Institute of Technology Indore","Agricultural Economics, Environmental Economics",2836,https://scholar.google.com/citations?hl=en&user=gLINaYEAAAAJ,27.0,51.0
Dhinakaran Shanmugam,"Professor,  IIT Indore (Mechanical Engineering)","CFD & Heat Transfer, Porous Media, Biomedical Engineering, Energy",2823,https://scholar.google.com/citations?hl=en&user=cWUUSOUAAAAJ,24.0,30.0
Dr. Vipul Singh,"Professor, Department of Electrical Engineering, Indian Institute of Technology Indore","Organic Electronics, Si Nanodevices, MOSFETs and OFETs and Photovoltaics, Sensors based on ZnO, SPR effect",2632,https://scholar.google.com/citations?hl=en&user=xq7yX4UAAAAJ,27.0,75.0
Korimilli Eswar Prasad,Indian Institute of Technology,"Mechanical behavior of materials, Nano and Micro indentation, Insitu micro-mechanical testing, High strain rate deformation",2374,https://scholar.google.com/citations?hl=en&user=LiDYSBQAAAAJ,22.0,39.0
Debayan Sarkar,"Associate Professor, Indian Institute of Technology Indore, India","Organic Synthesis, Dearomatisation, Catalysis",2335,https://scholar.google.com/citations?hl=en&user=tobGYYsAAAAJ,19.0,43.0
Bodhisatwa Mazumdar,"Associate Professor, Department of Computer Science and Engineering, Indian Institute of …","Hardware security, Side-channel attacks.",2237,https://scholar.google.com/citations?hl=en&user=ea-e9TwAAAAJ,20.0,26.0
Hitendra Kumar,"Biofabrication Laboratory, Indian Institute of Technology Indore","Biomaterials, Bioprinting, Tissue Engineering, Computer Vision, Mechatronics",2039,https://scholar.google.com/citations?hl=en&user=p0uf5hcAAAAJ,23.0,26.0
Neminath Hubballi ನೇಮಿನಾಥ ಹುಬ್ಬಳ್ಳಿ,"Professor, Indian Institute of Technology Indore","Network Security, Computer Networks",2008,https://scholar.google.com/citations?hl=en&user=tER-kV0AAAAJ,24.0,43.0
Keshav Aggarwal,Indian Institute of Technology Indore,"Exoplanets, Solar physics, Solar system",2005,https://scholar.google.com/citations?hl=en&user=KO8MtmEAAAAJ,9.0,9.0
Sumanta Samal,"Department of Metallurgical Engineering and Materials Science, Indian Institute of …",,1948,https://scholar.google.com/citations?hl=en&user=_ovvQcQAAAAJ,26.0,55.0
Sandesh S. Chougule,Indian Institute of Technology Indore,"Nanomaterials, Solar Energy, Heat Pipes, Jet Impingement, Electronics Cooling",1920,https://scholar.google.com/citations?hl=en&user=sygGWRsAAAAJ,24.0,36.0
Pushpa Choudhary,"Assistant Professor, IIT Indore","Road Safety, Intelligent Transportation System, Road user behaviour, Human factors in Transportation",1908,https://scholar.google.com/citations?hl=en&user=unUZoZAAAAAJ,21.0,30.0
Dr. Bhargav Vaidya,"Associate Professor, IIT Indore",,1882,https://scholar.google.com/citations?hl=en&user=oc97opEAAAAJ,25.0,40.0
Prakash Gaikwad,"Assistant Professor, Indian Institute of Technology, Indore, India","Cosmology, Astrophysics, Intergalactic Medium, Galaxy Formation and Evolution",1866,https://scholar.google.com/citations?hl=en&user=00RA_t8AAAAJ,19.0,24.0
Swaminathan Ramabadran,Indian Institute of Technology Indore,"Wireless Communications, Communication Systems",1846,https://scholar.google.com/citations?hl=en&user=clwEnRYAAAAJ,23.0,45.0
Selvakumar Sermadurai,"Associate Professor, IIT Indore","Asymmetric synthesis, Photoredox, Hypervalent iodine, Radical chemistry, Dual Catalysis",1829,https://scholar.google.com/citations?hl=en&user=0tcJGwEAAAAJ,23.0,35.0
Dr. Surya Prakash,"Professor, Indian Institute of Technology Indore","Ear Recognition, Biometrics, Pattern Recognition, Computer Vision, Image Processing",1815,https://scholar.google.com/citations?hl=en&user=pqP66FLxeBMC,27.0,57.0
Abhijeet Joshi,IIT Indore,"Biosensor, Nanomedicine, Biomaterials",1778,https://scholar.google.com/citations?hl=en&user=xphbhZkAAAAJ,26.0,47.0
Dr. Trapti Jain,"Electrical Engineering, IIT Indore",Power system security analysis,1717,https://scholar.google.com/citations?hl=en&user=gPlaMBMAAAAJ,22.0,33.0
Dr. Prabhat Gautam,IIT Indore,donor acceptor systems,1710,https://scholar.google.com/citations?hl=en&user=kJS_UpMAAAAJ,27.0,36.0
PRADEEP KUNDU,"Assistant Professor, IIT Indore","Industrial AI, Digital Twin, Smart Manufacturing, Condition Monitoring, Quality Control",1694,https://scholar.google.com/citations?hl=en&user=mx4YjS8AAAAJ,20.0,29.0
Ankur Miglani,"Associate Professor, Indian Institute of Technology, Indore, Purdue University, KAIST","Droplet combustion, Thermal management of electronics, Hydraulics",1565,https://scholar.google.com/citations?hl=en&user=6ABZdEoAAAAJ,22.0,37.0
Dr. Umesh A. Kshirsagar,"Associate Professor, Indian Institute of Technology Indore, Indore.",Synthetic Organic Chemistry,1556,https://scholar.google.com/citations?hl=en&user=8vewZAUAAAAJ,19.0,28.0
Devendra Deshmukh,Indian Institute of Technology Indore (IIT-Indore),"Renewable Fuels, Sprays, IC Engine",1548,https://scholar.google.com/citations?hl=en&user=KJsV7yQAAAAJ,20.0,29.0
Naresh Kumar Kumawat,"Department of Physics, IIT Indore, India","Perovskite, Light-emitting diodes, Nanocrystals, Photovoltaics, Device physics",1538,https://scholar.google.com/citations?hl=en&user=69VqlgIAAAAJ,12.0,12.0
Hari Hablani,"courtesy faculty, Department of Astronomy, Astrophysics and Space Engineering, IIT Indore","Space Flight Vehicles Guidance, Navigation and Control",1534,https://scholar.google.com/citations?hl=en&user=wiB8pR4AAAAJ,20.0,29.0
Dipak Kumar Roy,Indian Institute of Technology Indore,,1496,https://scholar.google.com/citations?hl=en&user=kNdvoWEAAAAJ,20.0,35.0
Preeti A. Bhobe,"Department of Physics, Indian Institute of Technology Indore","XAFS, Magnetism, Magneto-transport, 2D materials",1450,https://scholar.google.com/citations?hl=en&user=ilJTPOsAAAAJ,22.0,40.0
Dr. Dhirendra K. Rai,"Associate Professor, Department of Metallurgical Engineering and Materials Science, IIT …","Batteries & Supercapacitors, Electrocatalysis, Hydrovoltaics, Ionotronics, CO₂ Utilization",1403,https://scholar.google.com/citations?hl=en&user=pFwwR8UAAAAJ,19.0,29.0
Ruchi Sharma,IIT Indore,"R&D, Patenting, Patent Policy, FDI",1385,https://scholar.google.com/citations?hl=en&user=8sNvovEAAAAJ,18.0,31.0
