Name,Affiliation,Interests,Cited By,Profile URL
CP Vyasarayani,Indian Institute of Technology Hyderabad,"MEMS, Delay differential equations, Vibrations, Optimization",1393.0,https://scholar.google.com/citations?hl=en&user=snZAkl0AAAAJ
Koyel Banerjee Ghosh,IIT Hyderabad,Molecular Electronics,1393.0,https://scholar.google.com/citations?hl=en&user=QhLTmsQAAAAJ
Satish Laxman Shinde,"Indian Institute of Technology, Hyderabad","Plasmonics, Nano-materials, Surface Science, Optoelectronics, Energy conversion",1348.0,https://scholar.google.com/citations?hl=en&user=s3TZ-asAAAAJ
Alok Kumar Pan,IIT Hyderabad,"Quantum foundations, Quantum Information theory",1335.0,https://scholar.google.com/citations?hl=en&user=Ji14H54AAAAJ
Pradeep Yemula,Associate Professor at Indian Institute of Technology Hyderabad (IITH),"smart grids, power control centers, distribution automation, demand respose, smart cities",1323.0,https://scholar.google.com/citations?hl=en&user=6IvryVQAAAAJ
Vandana Sharma,"Indian Institute of Technology, Hyderabad",Atomic and Molecular Physics,1312.0,https://scholar.google.com/citations?hl=en&user=6zD0I9wAAAAJ
K Venkata Subbaiah,"Professor, Department of Mechanical & Aerospace Engineering, IIT Hyderabad","CFD, Heat Transfer, Turbulent flows, Nanofluids, Supersonic and Hypersonic flows",1310.0,https://scholar.google.com/citations?hl=en&user=ocdaZL0AAAAJ
Dr. Raja Banerjee,"Professor, IIT Hyderabad","CFD, Multiphase Flow, Turbulence",1299.0,https://scholar.google.com/citations?hl=en&user=gPbPQ5sAAAAJ
Ranabir Dey,"Assistant Professor, Dept. of Mech. and Aerosp. Engg., IIT Hyderabad","active soft matter, capillarity and wetting, evaporation/condensation of drops, microfluidics",1288.0,https://scholar.google.com/citations?hl=en&user=IdkglKYAAAAJ
Bhuvanesh Ramakrishna,IIT Hyderabad,Laser plasma,1287.0,https://scholar.google.com/citations?hl=en&user=FBPIz8EAAAAJ
Ravikumar Bhimasingu,"Department of Electrical Engineering, Indian Institute of Technology Hyderabad","Power System Analysis, AI Techniques applications for for Power …, Power System Protection, Distribution system Improvemen",1283.0,https://scholar.google.com/citations?hl=en&user=YVWqEwkAAAAJ
"Prof. Suryanarayana Jammalamadaka, FInstP, FRSC, SM - IEEE","Professor of Physics, Indian Institute of Technology Hyderabad","Magnetic materials and devices, Non volatile memories, Neuromorphic computing",1266.0,https://scholar.google.com/citations?hl=en&user=MByDpGAAAAAJ
Debasish Koner,Assistant Professor at IIT Hyderabad,"Computational Chemistry, Potential Energy Surface, Reaction Dynamics, Molecular Spectroscopy, Machine Learning",1261.0,https://scholar.google.com/citations?hl=en&user=rztuGTYAAAAJ
Vishwanath Sivalingam,Indian Institute of Technology Hyderabad,"protein misfolding, protein aggregation, amyloid, liquid liquid phase separation",1234.0,https://scholar.google.com/citations?hl=en&user=TrHdGYUAAAAJ
Thenmalarchelvi Rathinavelan,"Professor, Department of Biotechnology, Indian Institute of Technology Hyderabad, India",,1199.0,https://scholar.google.com/citations?hl=en&user=JQpmrocAAAAJ
INDRANIL MALIK,Indian Institute of Technology Hyderabad,"Molecular biology, biochemistry, RNA biology",1189.0,https://scholar.google.com/citations?hl=en&user=_XCPOL4AAAAJ
Nishanth Dongari,Associate Professor at Indian Institute of Technology Hyderabad,"Aerothermodynamics, Rarefied Gas Dynamics, Renewable Energy Systems, Thermal Management Systems, OpenSource Software",1187.0,https://scholar.google.com/citations?hl=en&user=9Wxe8wwAAAAJ
Rana P Maradana,"Assistant Professor, Indian Institute of Technology Hyderabad","Finance, Business Management",1187.0,https://scholar.google.com/citations?hl=en&user=G6nVIhMAAAAJ
Subhradeep Chatterjee,Indian Institute of Technology Hyderabad,"Physical metallurgy, phase transformations, weld processing, high entropy alloys, microstructural modeling",1149.0,https://scholar.google.com/citations?hl=en&user=xX36EuYAAAAJ
Ashutosh Kumar Mishra,Indian Institute of Technology-Hyderabad,Bioorganic Chemistry,1146.0,https://scholar.google.com/citations?hl=en&user=_XkPUx4AAAAJ
Lopamudra Giri,IIT Hyderabad,"Systems biology, Imaging, Optogenetics",1123.0,https://scholar.google.com/citations?hl=en&user=Np06tFUAAAAJ
Srijith PK,"Associate Professor, Computer Science and Engineering, Indian Institute of Technology …","Machine learning, Deep Learning, Artificial Intelligence, Data Science",1108.0,https://scholar.google.com/citations?hl=en&user=C1YpEWsAAAAJ
Viswanath Chinthapenta,"Professor, MAE, IIT Hyderabad",Computational Solid Mechanics,1102.0,https://scholar.google.com/citations?hl=en&user=qVCJiNIAAAAJ
Shourya Dutta-Gupta,Indian Institute of Technology Hyderabad,"Plasmonics, Metasurfaces, Biosensing, lab-on-a-chip devices, 2D Materials",1092.0,https://scholar.google.com/citations?hl=en&user=sUInvlAAAAAJ
Dr Rupesh Wandhare,Indian Institute of Technology Hyderabad,"Power Electronics, Embedded Systems, … for Renewable Energy Sources and Storage, Microgrid",1088.0,https://scholar.google.com/citations?hl=en&user=NOdvbaYAAAAJ
Abhijit Sau,"Indian Institute of Technology Hyderabad, India","Organic Synthesis, Catalysis, Glycoscience",1062.0,https://scholar.google.com/citations?hl=en&user=2aqROHIAAAAJ
Harish N Dixit,"Professor, IIT Hyderabad",Fluid Mechanics,1049.0,https://scholar.google.com/citations?hl=en&user=NRTM2jcAAAAJ
Raghavendra NK,Indian Institute of Technology Hyderabad,HIV-1,1000.0,https://scholar.google.com/citations?hl=en&user=4q0QnuIAAAAJ
Sai Sidhardh,"Department of Mechanical & Aerospace Engineering, IIT Hyderabad","Smart Structures, Composite Structures, Fractional Calculus, Nonlocal Elasticity",976.0,https://scholar.google.com/citations?hl=en&user=AJLGjNAAAAAJ
Alan R. Jacob,"Assistant Professor, IIT Hyderabad","Rheology, Soft matter",970.0,https://scholar.google.com/citations?hl=en&user=u0SJVp4AAAAJ
Aveen Dayal,IIT Hyderabad,"Domain Adaptation, Domain Generalization, Autonomous Vehicles, Deep Learning",964.0,https://scholar.google.com/citations?hl=en&user=KqkN9IgAAAAJ
Dr. Lohithaksha M Maiyar,"Department of Entrepreneurship and Management, Indian Institute of Technology …","Artificial Intelligence, Supply Chain Logistics, Operations Research",954.0,https://scholar.google.com/citations?hl=en&user=o0FxAlkAAAAJ
Meenakshi S,"Assistant Professor, IIT Hyderabad","Analytical modelling, multi-scale modelling, continuum micromechanics, supplementary cementitious",952.0,https://scholar.google.com/citations?hl=en&user=palLuFEAAAAJ
Pankaj Kolhe,"Professor, Mechanical & Aerospace Engineering, IIT Hyderabad","Experimental Fluid Mechanics, Combustion & Flow Diagnostics, Alternative Fuels, IC Engines",951.0,https://scholar.google.com/citations?hl=en&user=VGDoAMsAAAAJ
Srinivasulu Kanaparthi,Indian Institute of Technology Hyderabad,"Sensors, Embedded Systems, Signal Processing",933.0,https://scholar.google.com/citations?hl=en&user=TzHZ98AAAAAJ
MP Ganesh,Associate Professor at Indian Institute of Technology Hyderabad,"Virtual teams, Task interdependence, Group dynamics, Organizational Behaviour",921.0,https://scholar.google.com/citations?hl=en&user=x1FJQJ0AAAAJ
Myna Vajha,Assistant Professor at IIT Hyderabad,"Coding Theory, Information Theory.",920.0,https://scholar.google.com/citations?hl=en&user=AQpC1tEAAAAJ
Puranam Anantha Lakshmi Narayana,"Department of Mathematics, IIT Hyderabad","Convection in Porous Media, Linear and Nonlinear Stability Analsysis, Electrophoresis",911.0,https://scholar.google.com/citations?hl=en&user=qjnoTWQAAAAJ
Dr. Dinabandhu Sethi,"Assistant Professor, Indian Institute of Technology Hyderabad","Empirical Macroeconomics, Policy Evaluation, Time-Series Analysis",907.0,https://scholar.google.com/citations?hl=en&user=a2UT9rAAAAAJ
Kotaro Kataoka,"Professor, Indian Institute of Technology Hyderabad",Internet and Blockchain,885.0,https://scholar.google.com/citations?hl=en&user=uAuKJY4AAAAJ
Praveen Tammana,"Assistant Professor, IIT Hyderabad","Computer Systems and Networking, Software-Defined Networking, P4",880.0,https://scholar.google.com/citations?hl=en&user=ZCukcP4AAAAJ
Challa S Sastry,Indian Institute of Technology Hyderabad,"Wavelets, Inverse Problems, Sparse Representation Theory",866.0,https://scholar.google.com/citations?hl=en&user=pN4YZg8AAAAJ
Shelaka Gupta,"Associate Professor, IIT Hyderabad","Catalysis, Density functional theory, Biomass, Multicomponent Alloys",858.0,https://scholar.google.com/citations?hl=en&user=Jdk32aoAAAAJ
Anil Agarwal,Indian Institute of Technology Hyderabad,"Structural Safety, Fire Structural Engineering, Steel design",845.0,https://scholar.google.com/citations?hl=en&user=aTgaDkQAAAAJ
Althuri Avanthi,INDIAN INSTITUTE OF TECHNOLOGY HYDERABAD,,841.0,https://scholar.google.com/citations?hl=en&user=qLsRYEn4J30C
Mahesh Ganesan,"Assistant Professor, IIT Hyderabad","Rheology, Polymers, Colloids, Light Scattering, Soft Matter",829.0,https://scholar.google.com/citations?hl=en&user=NgZLOgYAAAAJ
Chokkakula LP Pavithra,Indian Institute of Technology Hyderabad,"Electrodeposition, High entropy thinfilms, Nanostructured Materials, Recycling/recovery",829.0,https://scholar.google.com/citations?hl=en&user=b2S7vN8AAAAJ
Ravi Kumar,IIT Hyderabad,Reliability,821.0,https://scholar.google.com/citations?hl=en&user=J_uDoWYAAAAJ
Sai Praneeth,"Assistant Professor in the Department of Civil Engineering, IIT Hyderabad",,819.0,https://scholar.google.com/citations?hl=en&user=cqsuRTMAAAAJ
Sobhan Babu,"Associate Professor, IIT Hyderabad","Big data analytics, Graph Analytics, Applied algorithms",808.0,https://scholar.google.com/citations?hl=en&user=UFMtsfkAAAAJ
Mohit Kumar,"Indian Institute of Technology Hyderabad, Swinburne University of Technology","Photoelectrocatalysis, Electrocatalysis, Solar Energy conversion, Plasmonics, Biomass valorisation",802.0,https://scholar.google.com/citations?hl=en&user=UzfQqGoAAAAJ
Dr. Savita Devi,"Assistant Professor, Department of Biotechnology, Indian Institute of Technology Hyderabad","Host pathogen Interaction, Infection associated Cancer, Innate Immune response, Inflammasome",794.0,https://scholar.google.com/citations?hl=en&user=MJMceCAAAAAJ
Avinash Eranki,"Indian Institute of Technology, Hyderabad","Therapeutic Ultrasound, Diagnostic Ultrasound, Cancer Therapy, Maternal/Fetal Health, MSK Disorders",790.0,https://scholar.google.com/citations?hl=en&user=KSYsxREAAAAJ
SakethaNath Jagarlapudi,"Professor of Computer Science and Engineering, IIT Hyderabad",Machine Learning,770.0,https://scholar.google.com/citations?hl=en&user=k70LrvsAAAAJ
Prabhat Kumar,"Assistant Professor in Mechanical &  Aerospace, IIT Hyderabad","Topology Optimization, Soft Robotics, Data-driven Design, Compliant Mechanisms, Computational",766.0,https://scholar.google.com/citations?hl=en&user=sMc1rB0AAAAJ
Kaushik Nayak,"Dept. of Electrical Engineering, IIT Hyderabad",Device Physics,763.0,https://scholar.google.com/citations?hl=en&user=CkYhodMAAAAJ
Dr.Prashanth Panta,"Researcher at IIT, Hyderabad","oral medicine, oral cancer, biomedical engineering",754.0,https://scholar.google.com/citations?hl=en&user=3h8zZkwAAAAJ
Badarinath Karri,"Indian Institute of Technology, Hyderabad","Cavitation and bubble dynamics, high-speed imaging",749.0,https://scholar.google.com/citations?hl=en&user=hAo2f2IAAAAJ
JR Gatti,Indian institute of technology hyderabad,"Crystallographic Texture, Mechanical Properties, Bulk Nanostructured Materials",743.0,https://scholar.google.com/citations?hl=en&user=cNc8ucQAAAAJ
Abhishek Subramanian,Indian Institute of Technology Hyderabad (IITH),"Systems Biology, Constraint - based modeling, Kinetic Modeling, Comparative Genomics, Machine",742.0,https://scholar.google.com/citations?hl=en&user=fFe0pfYAAAAJ
Niranjan Ghaisas,"Associate Professor, Indian Institute of Technology Hyderabad","Computational fluid dynamics, Large-eddy simulation, Wind energy, Multi-material simulations",740.0,https://scholar.google.com/citations?hl=en&user=YlGVztAAAAAJ
Anurup Datta,Indian Institute of Technology Hyderabad,"optics, laser processing, sensing, process monitoring, nanotechnology",732.0,https://scholar.google.com/citations?hl=en&user=s_mPJxkAAAAJ
Vaskar Sarkar,"Professor, IIT Hyderabad","PV Power Generation, Grid Integration of Renewables, Power System Stability and Optimization",715.0,https://scholar.google.com/citations?hl=en&user=XYSzjVoAAAAJ
Rama Srinivas Varanasi,"Assistant Professor, IIT Hyderabad","Hydrogen embrittlement, Atom probe tomography, Steel, Phase transformations",701.0,https://scholar.google.com/citations?hl=en&user=q8D59WwAAAAJ
Sathya Peri,"Associate Professor, IIT Hyderabad",Parallel and Distributed Systems,701.0,https://scholar.google.com/citations?hl=en&user=FejPk-8AAAAJ
Shubho R. Roy,"Associate Professor, IIT Hyderabad","String Theory, AdS/CFT, Holography, Black holes",700.0,https://scholar.google.com/citations?hl=en&user=gp389eIAAAAJ
Mahati Chittem,"Liberal Arts, IIT Hyderabad","Health psychology, Psycho-oncology",678.0,https://scholar.google.com/citations?hl=en&user=w7a85Z8AAAAJ
Lakshmana Dora Chandrala,Indian Institute of Technology Hyderabad,"Experimental Aerodynamics, Compressible flows, Oil spills, Breaking waves, Marine aerosols.",669.0,https://scholar.google.com/citations?hl=en&user=jOMZVHEAAAAJ
Ramakrishna Upadrasta,"Associate Professor, Dept. of Computer Science and Engg, IIT Hyderabad, India","Programming languages, Compilers, Static analysis, HPC, Polyhedral Compilation",663.0,https://scholar.google.com/citations?hl=en&user=3qZCtWYAAAAJ
Atanu Rajak,IIT Hyderabad,"Condensed matter physics, Statistical physics, Quantum phase transition, Quantum annealing",660.0,https://scholar.google.com/citations?hl=en&user=RJhUov4AAAAJ
Siju  CR,"Post Doctoral Fellow,IIT Hyderabad",Polymers,660.0,https://scholar.google.com/citations?hl=en&user=6lRiujEAAAAJ
Arunabha Majumdar,"Assistant Professor, Department of Mathematics, IIT Hyderabad","Statistical Genetics, Biostatistics",659.0,https://scholar.google.com/citations?hl=en&user=LsburecAAAAJ
Raj Kumar Oruganti,"Department of Civil Engineering, IIT Hyderabad","Wastewater treatment, Resource recovery, Emerging Contaminants",657.0,https://scholar.google.com/citations?hl=en&user=776onacAAAAJ
Korla Rajesh,Indian Institute of Technology Hyderabad,"Mechanical Behavior of Materials, creep",657.0,https://scholar.google.com/citations?hl=en&user=Rxaxl-0AAAAJ
Madhavi Bangaru,IITH,"cancer biology, molecular neurobiology",650.0,https://scholar.google.com/citations?hl=en&user=tGminkMAAAAJ
Ketan Detroja,Indian Institute of Technology Hyderabad,,643.0,https://scholar.google.com/citations?hl=en&user=vgVN03kAAAAJ
Nagini Macha,"Senior Scientist at SATHI-CISCoM, IIT Hyderabad","ODS alloys, High temperature materials, Atom Probe Tomography",634.0,https://scholar.google.com/citations?hl=en&user=9ZsgZzAAAAAJ
R Prasanth Kumar,"Professor, Dept. of Artificial Intelligence, Indian Institute of Technology Hyderabad","Mobile Robotics, Multi-Robot Systems, Physical AI",627.0,https://scholar.google.com/citations?hl=en&user=vAdOUscAAAAJ
Ankush Jaiswal,"Assistant Professor, Indian Institute of Technology, Hyderabad","Human Heat Stress, Thermal Comfort, HVAC, Adsorption cooling, Desalination",615.0,https://scholar.google.com/citations?hl=en&user=xeb1HjEAAAAJ
SK Karthick,"Assistant Professor, Mechanical and Aerospace Engineering, IIT Hyderabad, Telangana …","Gas Dynamics, Aeroacoustics, Hypersonics, Fluid Turbulence, Optical Diagnostics",598.0,https://scholar.google.com/citations?hl=en&user=X83smZsAAAAJ
Gajendranath Ch,"Associate Professor, Indian Institute of Technology, Hyderabad",Analog and Mixed Signal Circuit Design,592.0,https://scholar.google.com/citations?hl=en&user=6x0ZOCUAAAAJ
M. Rajesh Kannan,Indian Institute of Technology Hyderabad,"Combinatorics, Spectral graph theory, Matrix theory, Functional analysis.",578.0,https://scholar.google.com/citations?hl=en&user=b7inTwYAAAAJ
Dani Lakshman Yarlagadda,"Postdoctoral fellow, Chemical Engineering, IIT Hyderabad","Amorphous materials, Solid-state characterization, Polymeric biomaterials, DMPK, Bioanalysis",578.0,https://scholar.google.com/citations?hl=en&user=iSs068kAAAAJ
Rengasamy Dhanabal,"Indian Institute of Technology, Hyderabad","Interface Physics, Perovskite solar cells, Supercapacitor and Photocatalysis",573.0,https://scholar.google.com/citations?hl=en&user=BPknSIgAAAAJ
Om Priya Nanda,"Indian Institute of Technology, Hyderabad",Energy Storage,572.0,https://scholar.google.com/citations?hl=en&user=jx_DNKkAAAAJ
Biswarup Bhattacharyya,"Assistant Professor, IIT Hyderabad","Uncertainty Quantification, Stochastic dynamic system, Physics-informed machine learning, Structural health monitoring, Reliabil",567.0,https://scholar.google.com/citations?hl=en&user=j5y9fgEAAAAJ
Dr. Ramya Sri Mullapudi,"Assistant Professor, IIT Hyderabad","Sustainable pavement materials, Asphalt rheology, LCCA of pavements, Asphalt chemistry",566.0,https://scholar.google.com/citations?hl=en&user=OQ7RNeQAAAAJ
Rogers Mathew,Indian Institute of Technology Hyderabad,"graph theory, combinatorics, graph algorithms",556.0,https://scholar.google.com/citations?hl=en&user=-euQnQYAAAAJ
Dr. Upender Sunkari,"Senior Technical Officer, Dept. of Materials Science & Metallurgical Engineering, IITH","Electron Microscopy, High Entropy Alloys, Metal and Ceramic Matrix Composites, Powder Metallurgy",555.0,https://scholar.google.com/citations?hl=en&user=bobRP1IAAAAJ
Venkatesham B,"Professor, Indian Institute of Technology Hyderabad",Acoustics,548.0,https://scholar.google.com/citations?hl=en&user=Y7cQiSsAAAAJ
Rajesh Ittamalla,"Professor, Entrepreneurship & Management; IIT Hyderabad","Start-ups, Market Research, Customer Experience, Branding",536.0,https://scholar.google.com/citations?hl=en&user=c8_gdvcAAAAJ
Sreekanth Madisetty,IIT Hyderabad,"Natural Language Processing, Machine Learning, Deep Learning",533.0,https://scholar.google.com/citations?hl=en&user=ob5YhUkAAAAJ
Dr. Jeripothula Prudviraj,iit hyderabad,"machine learning, video content analysis",532.0,https://scholar.google.com/citations?hl=en&user=3YWfQSUAAAAJ
Kirit Makwana,Indian Institute of Technology Hyderabad,"Plasma Physics, Plasma Astrophysics, Solar Physics",522.0,https://scholar.google.com/citations?hl=en&user=Ja2ROkcAAAAJ
Jyotirmoy Rana,"Assistant Professor, Indian Institute of Technology Hyderabad","Bio-Fluid Mechanics, Applied Mathematics, Mathematical modeling, Quantum Mechanics",520.0,https://scholar.google.com/citations?hl=en&user=r7-q1AcAAAAJ
Shanmuga Sharan Rathnam,"Project Scientist, Department of Biotechnology, Indian Institute of Technology Hyderabad","Tissue engineering, Drug delivery, Nanomaterials",518.0,https://scholar.google.com/citations?hl=en&user=cWNk_kIAAAAJ
Jiji Swaminathan,"Indian Institute of Technology, Hyderabad","Biopolymers, Nanocellulose, Biomedicine, Environmental Science, Microbiology",517.0,https://scholar.google.com/citations?hl=en&user=Twj5GbEAAAAJ
Jayanta S. Boruah,Indian Institute of Technology Hyderabad,"Nanocomposite, biosensor, drug delivery, biomedical device",508.0,https://scholar.google.com/citations?hl=en&user=hAfoPu0AAAAJ
Balaji VS Iyer,"Associate Professor, IIT Hyderabad","soft matter, multiscale simulations, biomimetics",502.0,https://scholar.google.com/citations?hl=en&user=EZ-hBTMAAAAJ
Manish Singh,"Associate Professor of Computer Science, IIT Hyderabad","Databases, Data Mining, Text Mining, Social Network Analysis, Information Retrieval",501.0,https://scholar.google.com/citations?hl=en&user=I1jX5vgAAAAJ
Hari Chandana Kuchibhotla,IIT Hyderabad,"Limited Supervision, Deep Learning, Visual Tracking",496.0,https://scholar.google.com/citations?hl=en&user=wpm6F1YAAAAJ
Dr. Balraju Kammari,"Team Lead, Indian Institute of Technology Hyderabad","Organic synthesis, Crystal Engineering, Mechanical Properties, Polymorph Screening and Solid-state",478.0,https://scholar.google.com/citations?hl=en&user=kjOzEA4AAAAJ
Mahesh Sucheendran,"Associate Professor, IIT Hyderabad","Aerodynamics, CFD, Aeroelasticity, Acoustics, Ballistics",463.0,https://scholar.google.com/citations?hl=en&user=HgOhDY4AAAAJ
V. Seshadri Sravan Kumar,"Associate Professor, IIT Hyderabad","Power Systems, Applied Mathematics, Grid-Connected Renewable Energy Systems",462.0,https://scholar.google.com/citations?hl=en&user=VsTJaQkAAAAJ
Anindita Majumdar,Indian Institute of Technology Hyderabad,"Assisted Reproductive Technologies, Surrogacy, Kinship, Infertility, Medical Anthropology",458.0,https://scholar.google.com/citations?hl=en&user=l2yvxHwAAAAJ
Nidhi Sinha,"IIT Hyderabad, IIIT Hyderabad","Cognition, Emotion, Attention",456.0,https://scholar.google.com/citations?hl=en&user=k-ICROAAAAAJ
Anamitra Saha,"Assistant Professor, Department of Climate Change, IIT Hyderabad","Indian Monsoon, Climate Extremes, Disaster Risk and Resilience",444.0,https://scholar.google.com/citations?hl=en&user=QI2MsYkAAAAJ
Satish bonam,"Senior Scientist @Q.INC/IME-A* STAR Semiconductors,Tyndall National Institute-Ireland,IIT …","Advance Packaging, Hybrid bonding, 3D IC, Cu-Cu Thermo compression bonding, Sensors and MEMS",444.0,https://scholar.google.com/citations?hl=en&user=kFjfsroAAAAJ
Bhojaraju Gunjal,"Library, Indian Institute of Technology Hyderabad, ORCID: 0000-0002-9658-1473","Library and Information Science, Knowledge Management, Knowledge Organization, Research Data",442.0,https://scholar.google.com/citations?hl=en&user=DoDQnlUAAAAJ
Dhriti Sundar Patra,"Indian Institute of Technology Hyderabad, India",Differential Geometry,442.0,https://scholar.google.com/citations?hl=en&user=10uwYBUAAAAJ
Parag D Pawar,"Associate Professor of Chemical Engineering, Indian Institute of Technology Hyderabad",,430.0,https://scholar.google.com/citations?hl=en&user=N9P7E1UAAAAJ
Manaswini ravipati,Indian Institute of Technology Hyderabad,"Fuel cells, Electrochemical sensor, Metal Organic Frameworks",430.0,https://scholar.google.com/citations?hl=en&user=U2lyMc0AAAAJ
Rameshwar Pratap,IIT Hyderabad,"Algorithms for big data, sketching/sampling algorithms, machine learning, data mining, theoretical",407.0,https://scholar.google.com/citations?hl=en&user=I6ld6XoAAAAJ
Rahul Vigneswaran,"Indian Institute of Technology, Hyderabad, India",Deep Learning,407.0,https://scholar.google.com/citations?hl=en&user=s7P6kbsAAAAJ
Mohd Suhail Rizvi,"Department of Biomedical Engineering, Indian Institute of Technology Hyderabad","Biomechanics, Biophysics, Computational Systems Biology",406.0,https://scholar.google.com/citations?hl=en&user=ZpmAiWwAAAAJ
Chandra Prakash,Indian Institute of Technology Hyderabad,"Solid Mechanics, Materials, Multiscale Modeling, Shock Waves, Fracture",403.0,https://scholar.google.com/citations?hl=en&user=4joTegcAAAAJ
Subrahmanyam Kalyanasundaram,IIT Hyderabad,,403.0,https://scholar.google.com/citations?hl=en&user=v8JH7IUAAAAJ
Oves Badami,Indian Institute of Technology Hyderabad,"Semiconductor Device Modeling, Computational Nanoelectronics",392.0,https://scholar.google.com/citations?hl=en&user=spwK_e4AAAAJ
Swati Pramanik,IIT Hyderabad,"extractive metallurgy, ewaste, hydrometallurgy, recycling",389.0,https://scholar.google.com/citations?hl=en&user=gqM_b1wAAAAJ
Sadik Ali Mohammad,IIT Hyderabad,"Nanoformulatons, Diabetic wound healing, Cancer theranostics, Oral Fast Dissolving Films",381.0,https://scholar.google.com/citations?hl=en&user=fI3adQEAAAAJ
Roopak Tamboli,"Qualcomm, IIT Hyderabad","Image Processing, Image Quality, Camera, XR",372.0,https://scholar.google.com/citations?hl=en&user=UZPsXtgAAAAJ
GVV sharma,Iit Hyderabad iitbombay,,362.0,https://scholar.google.com/citations?hl=en&user=7nhbo0AAAAAJ
Phanindra Jampana,Associate Professor IIT Hyderabad,"ERT, System Identification, Compressive Sensing",361.0,https://scholar.google.com/citations?hl=en&user=QXovyHwAAAAJ
Gnanaprakash Kanagaraj,"Assistant Professor, Indian Institute of Technology Hyderabad","Rocket Propulsion, Solid fuel and metal combustion, Energy Sustainability, Combustion diagnostics",361.0,https://scholar.google.com/citations?hl=en&user=xUUG5eAAAAAJ
Anbumani D,IIT HYDERABAD,Biotechnology and biosafety,358.0,https://scholar.google.com/citations?hl=en&user=yU65eMMAAAAJ
Mohit Joshi,"Current: NSK Ltd. | Former: Kyoto University, IIT-Hyderabad",,352.0,https://scholar.google.com/citations?hl=en&user=xg2ifM0AAAAJ
Kushagra Agarwal,IIT Hyderabad,Photonics,349.0,https://scholar.google.com/citations?hl=en&user=R0dOPZUAAAAJ
Lakshmi Prasad Natarajan,"Associate Professor, Indian Institute of Technology Hyderabad","Coding Techniques, Communication Theory, Information Theory",342.0,https://scholar.google.com/citations?hl=en&user=jAw70wJm_aQC
Dr. Nandini Dhiman,Indian Institute of Technology Hyderabad (Alma mater),"Biomedical Engineering, Microfluidic Models, Cancer, Stem Cells",338.0,https://scholar.google.com/citations?hl=en&user=Sw4BeIsAAAAJ
GAURAV DHAMIJA,"Department of Liberal Arts, Indian Institute of Technology Hyderabad","Health Economics, Applied Econometrics, Development Economics",332.0,https://scholar.google.com/citations?hl=en&user=dpnxKcUAAAAJ
Srikanth Hundi,Indian Institute of Technology Hyderabad,Particle Physics,329.0,https://scholar.google.com/citations?hl=en&user=p6hWz1QAAAAJ
Shubha Ranganathan,IIT Hyderabad,"Cultural Psychology, Healing temples, Indigenous Psychology, Ethnography",328.0,https://scholar.google.com/citations?hl=en&user=PJkwdRYAAAAJ
Kumaar Swamy Reddy B,IIT-Hyderabad & International Advanced Research Centre for Powder Metallurgy and New …,"Photodetectors, Nanotechnology, Material Science, Thin Films, Flexible Electronics",322.0,https://scholar.google.com/citations?hl=en&user=t6DM44oAAAAJ
Seetha N,"Associate Professor, Indian Institute of Technology Hyderabad","Flow and transport in porous media, colloid transport, microplastics, pore-scale modeling, upscaling",321.0,https://scholar.google.com/citations?hl=en&user=So8YlrMAAAAJ
Dr. Aisha Siddiqa,"Post-Doctoral Fellow, Indian Institute of Technology-Hyderabad.","Supercapacitors, Metal-CO2 batteries, Carbon materials and Nanomaterials",320.0,https://scholar.google.com/citations?hl=en&user=71N2gb8AAAAJ
Sukanya VS,"Indian Institute of Technology, Hyderabad","Tissue Engineering, In vitro Models, Stem cells, Biomaterials, Cell Migration",315.0,https://scholar.google.com/citations?hl=en&user=aIEiQh8AAAAJ
Dr. Dokkari Nagalaxmi Yadav,IIT Hyderabad,"Nanocarriers, AMR, Cancer, Drug Delivery, Phage Therapy",313.0,https://scholar.google.com/citations?hl=en&user=BlNK29QAAAAJ
Harikrishnan Narayanan Unni,Indian Institute of Technology Hyderabad,"Lab on Chip Microfluidics, Micro Nano Scale Transport, Biophysics",311.0,https://scholar.google.com/citations?hl=en&user=RV44_tsAAAAJ
Jayshree Patnaik,"Department of Entrepreneurship and Management, Indian Institute of Technology …","Entrepreneurship, Design Thinking, Start-up Management, Lean Startup, Product Management",300.0,https://scholar.google.com/citations?hl=en&user=GGrs_o0AAAAJ
Himank Gupta,IIT Hyderabad,,300.0,https://scholar.google.com/citations?hl=en&user=cY4pZccAAAAJ
Kalyani Eswar,Indian Institute of Technology Hyderabad,"Cancer Nanotheranostics, Molecular Medicine, Stemcell Biology",299.0,https://scholar.google.com/citations?hl=en&user=9IcChi4AAAAJ
NR Aravind,Indian Institute of Technology Hyderabad,"Algorithms, graph theory, combinatorics",293.0,https://scholar.google.com/citations?hl=en&user=toGvJD0AAAAJ
Aneesh Sobhanan,Indian Institute of Technology Hyderabad,"Photonic computing and processing, Optical Communication, Photonic beam steering and beam forming",291.0,https://scholar.google.com/citations?hl=en&user=OE_UIlcAAAAJ
Vidhya V Nair,"Assistant Professor, Department of Biomedical Engineering, Indian Institute of Technology …","Functional Neuroimaging, Neurofluid Dynamics, Sleep",288.0,https://scholar.google.com/citations?hl=en&user=MnhPJb0AAAAJ
Gaurav Dhamija,"Assistant Professor, Department of Liberal Arts, Indian Institute of Technology Hyderabad","Applied Microeconometrics, Development Economics",283.0,https://scholar.google.com/citations?hl=en&user=X1X9eJsAAAAJ
